LAMMPS data file via write_data, version 22 Jul 2025, timestep = 35038, units = metal

55296 atoms
2 atom types

0.6520724500608254 114.15192754994062 xlo xhi
0.32739396177895125 65.95472605261998 ylo yhi
0.10519251331620158 82.85983148668309 zlo zhi

Masses

1 69.723
2 14.007

Atoms # atomic

146 1 2.593223269260042 1.7172925443723766 0.952393063758449 0 0 0
3 2 1.0151962085107447 0.7410952423249473 1.5780273831063771 0 0 0
7 2 4.332770933379524 0.9133284268077535 1.4111994644756436 0 0 0
150 1 5.952513816298758 1.8618417003997259 0.9140827921049998 0 0 0
11 2 7.6431417524187575 0.9813461364633878 1.4152719149804516 0 0 0
154 1 9.265285811512163 1.851833050248423 0.7311951781256306 0 0 0
15 2 10.87101639471126 0.923251551709154 1.3683150107787736 0 0 0
158 1 12.484087216887742 1.8163892480448662 0.7174003154365107 0 0 0
19 2 14.083410294837615 0.9199793203654493 1.3918859837660489 0 0 0
162 1 15.706856028239631 1.811391853477832 0.7630937086702841 0 0 0
23 2 17.2913833478576 0.899341261177861 1.4406828122585633 0 0 0
166 1 18.90205504021815 1.8099050113028272 0.8528119202994733 0 0 0
27 2 20.42571005572941 0.8494860643386476 1.5605404469704556 0 0 0
170 1 22.052147622589004 1.6145335112279564 0.9204169422400093 0 0 0
31 2 23.61781461878744 0.7822149219359507 1.6818137152516264 0 0 0
174 1 25.20155666708612 1.5804785619863286 0.980889574388795 0 0 0
178 1 28.39123962976902 1.6320748888234435 1.075396526802741 0 0 0
35 2 26.802687485704183 0.7763667527960195 1.694840589859458 0 0 0
39 2 29.995722316051143 0.8574429490968803 1.8359430809134032 0 0 0
182 1 31.545388858341276 1.693264001019936 1.10427975486825 0 0 0
43 2 33.16531446299958 0.9284341455792521 1.841660601136447 0 0 0
186 1 34.711864125839384 1.7796103903060334 1.1083112043758168 0 0 0
47 2 36.384271579448296 1.1290043240623204 1.8517947513634598 0 0 0
190 1 37.95710138149946 1.9670479243886145 1.1178608367677776 0 0 0
51 2 39.60083284473745 1.240788145091431 1.8531148443905605 0 0 0
194 1 41.19833276741896 1.9899662053087581 1.072319283899786 0 0 0
55 2 42.868157859029154 1.2349196971114471 1.7253981735634973 0 0 0
198 1 44.42619310223103 2.144956608084678 1.0125311204977872 0 0 0
